Date,active_power[W],kWh
2016-02-24 05:45,144.44,0.036110664
2016-02-24 06:00,219.47,0.054868324
2016-02-24 06:15,236.50,0.059125862
2016-02-24 06:30,280.79,0.07019841
2016-02-24 06:45,296.44,0.07410936
2016-02-24 07:00,298.06,0.074515305
2016-02-24 07:15,137.02,0.034254276
2016-02-24 07:30,102.89,0.02572368
2016-02-24 07:45,139.36,0.034838943
2016-02-24 08:00,186.12,0.046530975
2016-02-24 08:15,142.44,0.035611145
2016-02-24 08:30,181.34,0.045334682
2016-02-24 08:45,96.11,0.024026838
2016-02-24 09:00,128.65,0.032163109
2016-02-24 09:15,137.53,0.034382633
2016-02-24 09:30,128.77,0.032192287
2016-02-24 09:45,234.22,0.058554955
2016-02-24 10:00,146.20,0.036549782
2016-02-24 10:15,141.24,0.035310181
2016-02-24 10:30,178.59,0.044646828
2016-02-24 10:45,99.88,0.024970417
2016-02-24 11:00,137.47,0.034367847
2016-02-24 11:15,127.01,0.031751509
2016-02-24 11:30,129.37,0.032343117
2016-02-24 11:45,189.30,0.047324329
2016-02-24 12:00,142.06,0.03551561
2016-02-24 12:15,140.60,0.035148956
2016-02-24 12:30,95.26,0.023815731
2016-02-24 12:45,104.67,0.02616774
2016-02-24 13:00,136.75,0.034187958
2016-02-24 13:15,128.62,0.032154682
2016-02-24 13:30,272.81,0.068202759
2016-02-24 13:45,383.52,0.095880104
2016-02-24 14:00,352.35,0.088087494
2016-02-24 14:15,97.02,0.024254631
2016-02-24 14:30,204.87,0.051216858
2016-02-24 14:45,159.01,0.039753521
2016-02-24 15:00,189.22,0.04730418
2016-02-24 15:15,150.32,0.037579304
2016-02-24 15:30,208.05,0.052011616
2016-02-24 15:45,169.60,0.042399437
2016-02-24 16:00,182.06,0.045515949
2016-02-24 16:15,148.53,0.037133125
2016-02-24 16:30,129.74,0.032435654
2016-02-24 16:45,138.15,0.03453672
2016-02-24 17:00,104.57,0.026142399
2016-02-24 17:15,186.51,0.046628181
2016-02-24 17:30,200.70,0.050175476
2016-02-24 17:45,364.70,0.091175613
2016-02-24 18:00,165.47,0.041368267
2016-02-24 18:15,2144.53,0.536133362
2016-02-24 18:30,1472.70,0.368174622
2016-02-24 18:45,252.39,0.063098671
2016-02-24 19:00,218.04,0.05451033
2016-02-24 19:15,341.13,0.085283279
2016-02-24 19:30,263.01,0.065751389
2016-02-24 19:45,339.60,0.084899841
2016-02-24 20:00,2617.17,0.654292358
2016-02-24 20:15,470.82,0.117703766
2016-02-24 20:30,427.36,0.106841187
2016-02-24 20:45,442.35,0.11058728
2016-02-24 21:00,694.18,0.173545593
2016-02-24 21:15,2724.34,0.681084351
2016-02-24 21:30,524.97,0.131243744
2016-02-24 21:45,435.80,0.108950706
2016-02-24 22:00,460.89,0.115222214
2016-02-24 22:15,428.10,0.107026154
2016-02-24 22:30,659.08,0.164771027
2016-02-24 22:45,241.43,0.06035667
2016-02-24 23:00,233.95,0.058488228
2016-02-24 23:15,160.47,0.040118484
2016-02-24 23:30,160.58,0.040144176
2016-02-24 23:45,191.64,0.047909237
2016-02-25 00:00,155.17,0.03879126
2016-02-25 00:15,274.60,0.068649582
2016-02-25 00:30,270.20,0.067550934
2016-02-25 00:45,221.87,0.055467422
2016-02-25 01:00,183.82,0.045953983
2016-02-25 01:15,150.77,0.037691437
2016-02-25 01:30,182.86,0.045714104
2016-02-25 01:45,141.34,0.035335995
2016-02-25 02:00,275.15,0.06878801
2016-02-25 02:15,261.63,0.065406311
2016-02-25 02:30,212.34,0.053084
2016-02-25 02:45,221.44,0.055360039
2016-02-25 03:00,149.14,0.037284782
2016-02-25 03:15,150.21,0.037552116
2016-02-25 03:30,145.24,0.036309265
2016-02-25 03:45,179.26,0.04481604
2016-02-25 04:00,258.70,0.064673752
2016-02-25 04:15,440.62,0.110154839
2016-02-25 04:30,222.16,0.055540188
2016-02-25 04:45,203.56,0.050889389
2016-02-25 05:00,174.91,0.043727398
2016-02-25 05:15,185.56,0.046390907
2016-02-25 05:30,180.58,0.045143932
2016-02-25 05:45,226.19,0.056547638
2016-02-25 06:00,425.72,0.106430031
2016-02-25 06:15,257.96,0.06448967
2016-02-25 06:30,294.84,0.073709946
2016-02-25 06:45,167.10,0.041775211
2016-02-25 07:00,217.76,0.05444059
2016-02-25 07:15,235.58,0.058895561
2016-02-25 07:30,151.39,0.037847816
2016-02-25 07:45,146.88,0.03672089
2016-02-25 08:00,180.17,0.045042107
2016-02-25 08:15,169.79,0.042448112
2016-02-25 08:30,133.43,0.033357113
2016-02-25 08:45,141.68,0.035420853
2016-02-25 09:00,129.37,0.032342377
2016-02-25 09:15,255.58,0.06389381
2016-02-25 09:30,192.98,0.048245728
2016-02-25 09:45,173.46,0.043365959
2016-02-25 10:00,214.88,0.053719059
2016-02-25 10:15,101.90,0.025475582
2016-02-25 10:30,137.98,0.03449527
2016-02-25 10:45,94.23,0.02355732
2016-02-25 11:00,95.27,0.023818321
2016-02-25 11:15,187.14,0.046784985
2016-02-25 11:30,205.83,0.051457184
2016-02-25 11:45,203.78,0.050944458
2016-02-25 12:00,239.99,0.059996624
2016-02-25 12:15,102.54,0.025634754
2016-02-25 12:30,66.41,0.01660327
2016-02-25 12:45,97.51,0.024378418
2016-02-25 13:00,187.48,0.04686985
2016-02-25 13:15,185.60,0.04640115
2016-02-25 13:30,211.13,0.052782387
2016-02-25 13:45,205.16,0.05129052
2016-02-25 14:00,95.45,0.023861683
2016-02-25 14:15,103.68,0.02591987
2016-02-25 14:30,86.06,0.021515381
2016-02-25 14:45,99.63,0.02490748
2016-02-25 15:00,418.22,0.104554543
2016-02-25 15:15,175.08,0.043769794
2016-02-25 15:30,176.25,0.044063343
2016-02-25 15:45,104.50,0.026125891
2016-02-25 16:00,107.58,0.026895731
2016-02-25 16:15,136.04,0.034009823
2016-02-25 16:30,131.10,0.032774315
2016-02-25 16:45,306.77,0.07669223
2016-02-25 17:00,274.56,0.068640381
2016-02-25 17:15,256.13,0.064032799
2016-02-25 17:30,188.28,0.047069199
2016-02-25 17:45,167.81,0.041952866
2016-02-25 18:00,253.17,0.063293026
2016-02-25 18:15,228.35,0.057087921
2016-02-25 18:30,320.11,0.080027054
2016-02-25 18:45,285.34,0.071334328
2016-02-25 19:00,185.99,0.046498482
2016-02-25 19:15,122.10,0.030525589
2016-02-25 19:30,227.10,0.05677491
2016-02-25 19:45,193.89,0.04847274
2016-02-25 20:00,213.12,0.053280624
2016-02-25 20:15,2359.34,0.589834595
2016-02-25 20:30,232.48,0.05812114
2016-02-25 20:45,264.42,0.066105042
2016-02-25 21:00,221.33,0.055333664
2016-02-25 21:15,2550.97,0.637742798
2016-02-25 21:30,343.96,0.085990662
2016-02-25 21:45,2302.20,0.575551086
2016-02-25 22:00,371.36,0.092841057
2016-02-25 22:15,337.97,0.084493149
2016-02-25 22:30,285.80,0.071451157
2016-02-25 22:45,285.43,0.071357315
2016-02-25 23:00,135.62,0.033904751
2016-02-25 23:15,109.19,0.027297304
2016-02-25 23:30,111.83,0.02795742
2016-02-25 23:45,145.82,0.036456116
2016-02-26 00:00,186.49,0.046621948
2016-02-26 00:15,211.91,0.052978565
2016-02-26 00:30,216.80,0.054200531
2016-02-26 00:45,142.58,0.035644875
2016-02-26 01:00,101.68,0.025420837
2016-02-26 01:15,101.55,0.025387018
2016-02-26 01:30,141.58,0.035394352
2016-02-26 01:45,198.43,0.049608185
2016-02-26 02:00,209.16,0.052290504
2016-02-26 02:15,220.06,0.055016178
2016-02-26 02:30,179.98,0.044994263
2016-02-26 02:45,69.49,0.017372198
2016-02-26 03:00,108.20,0.027050035
2016-02-26 03:15,357.51,0.089378426
2016-02-26 03:30,405.10,0.101275826
2016-02-26 03:45,438.83,0.109707275
2016-02-26 04:00,468.18,0.11704554
2016-02-26 04:15,451.21,0.112803642
2016-02-26 04:30,254.63,0.063658047
2016-02-26 04:45,182.73,0.045683746
2016-02-26 05:00,137.46,0.034364845
2016-02-26 05:15,204.28,0.051070415
2016-02-26 05:30,273.85,0.068463249
2016-02-26 05:45,289.59,0.072396355
2016-02-26 06:00,273.58,0.068395309
2016-02-26 06:15,2388.24,0.597059692
2016-02-26 06:30,195.46,0.048865757
2016-02-26 06:45,198.48,0.049618965
2016-02-26 07:00,272.81,0.068201469
2016-02-26 07:15,387.78,0.096944031
2016-02-26 07:30,276.32,0.069079659
2016-02-26 07:45,212.77,0.053192291
2016-02-26 08:00,153.98,0.038493759
2016-02-26 08:15,63.06,0.015764215
2016-02-26 08:30,107.80,0.026951164
2016-02-26 08:45,66.14,0.016535378
2016-02-26 09:00,195.67,0.048918625
2016-02-26 09:15,2428.49,0.607122559
2016-02-26 09:30,253.72,0.063429054
2016-02-26 09:45,2717.86,0.679465393
2016-02-26 10:00,492.66,0.123166191
2016-02-26 10:15,2510.35,0.627586609
2016-02-26 10:30,697.79,0.174448318
2016-02-26 10:45,4770.85,1.192712769
2016-02-26 11:00,2381.31,0.595326904
2016-02-26 11:15,2387.83,0.596957275
2016-02-26 11:30,165.92,0.041480324
2016-02-26 11:45,119.96,0.02999122
2016-02-26 12:00,153.38,0.038344585
2016-02-26 12:15,188.87,0.047217949
2016-02-26 12:30,177.12,0.044279099
2016-02-26 12:45,150.50,0.037624687
2016-02-26 13:00,95.19,0.023796474
2016-02-26 13:15,358.15,0.089537575
2016-02-26 13:30,2468.85,0.61721228
2016-02-26 13:45,220.15,0.055037949
2016-02-26 14:00,390.69,0.097672195
2016-02-26 14:15,243.55,0.060887035
2016-02-26 14:30,204.19,0.051047592
2016-02-26 14:45,205.61,0.051403614
2016-02-26 15:00,128.55,0.032136551
2016-02-26 15:15,66.05,0.016511698
2016-02-26 15:30,215.74,0.053934654
2016-02-26 15:45,208.08,0.052020615
2016-02-26 16:00,213.63,0.053406624
2016-02-26 16:15,128.30,0.03207431
2016-02-26 16:30,102.19,0.025547197
2016-02-26 16:45,105.34,0.026335072
2016-02-26 17:00,145.89,0.036471657
2016-02-26 17:15,176.74,0.044185181
2016-02-26 17:30,205.13,0.051282864
2016-02-26 17:45,153.75,0.038437073
2016-02-26 18:00,152.17,0.038041836
2016-02-26 18:15,66.02,0.016504152
2016-02-26 18:30,181.57,0.045393192
2016-02-26 18:45,169.19,0.042296997
2016-02-26 19:00,176.19,0.044047585
2016-02-26 19:15,136.39,0.034098213
2016-02-26 19:30,98.26,0.024565224
2016-02-26 19:45,134.37,0.033593201
2016-02-26 20:00,208.22,0.052054375
2016-02-26 20:15,178.78,0.044695427
2016-02-26 20:30,176.91,0.044228638
2016-02-26 20:45,106.00,0.026500866
2016-02-26 21:00,105.59,0.026397667
2016-02-26 21:15,97.96,0.024490402
2016-02-26 21:30,218.23,0.054556656
2016-02-26 21:45,202.60,0.050649635
2016-02-26 22:00,178.04,0.044510937
2016-02-26 22:15,100.92,0.025229053
2016-02-26 22:30,64.75,0.016187889
2016-02-26 22:45,256.90,0.064224091
2016-02-26 23:00,196.65,0.049162537
2016-02-26 23:15,215.07,0.053768024
2016-02-26 23:30,211.54,0.052885948
2016-02-26 23:45,104.10,0.026025459
2016-02-27 00:00,64.39,0.016096613
2016-02-27 00:15,101.41,0.025353176
2016-02-27 00:30,101.37,0.025342472
2016-02-27 00:45,204.90,0.051225777
2016-02-27 01:00,211.95,0.052987587
2016-02-27 01:15,135.01,0.033752522
2016-02-27 01:30,100.93,0.025232107
2016-02-27 01:45,102.38,0.02559441
2016-02-27 02:00,101.44,0.025358971
2016-02-27 02:15,183.19,0.0457967
2016-02-27 02:30,211.77,0.052943298
2016-02-27 02:45,359.35,0.089837349
2016-02-27 03:00,130.06,0.032514175
2016-02-27 03:15,135.71,0.033926819
2016-02-27 03:30,99.43,0.024856686
2016-02-27 03:45,187.05,0.046762981
2016-02-27 04:00,142.33,0.035583733
2016-02-27 04:15,176.17,0.044042313
2016-02-27 04:30,136.18,0.034045635
2016-02-27 04:45,98.65,0.02466293
2016-02-27 05:00,134.18,0.033544975
2016-02-27 05:15,144.55,0.036137085
2016-02-27 05:30,334.06,0.08351606
2016-02-27 05:45,175.25,0.043811462
2016-02-27 06:00,102.17,0.02554261
2016-02-27 06:15,136.28,0.034070629
2016-02-27 06:30,137.89,0.034472691
2016-02-27 06:45,134.35,0.033586742
2016-02-27 07:00,365.56,0.091389252
2016-02-27 07:15,138.91,0.034728165
2016-02-27 07:30,175.63,0.043906517
2016-02-27 07:45,92.14,0.023035257
2016-02-27 08:00,102.22,0.025554716
2016-02-27 08:15,124.41,0.031101254
2016-02-27 08:30,284.10,0.071024307
2016-02-27 08:45,205.45,0.051363071
2016-02-27 09:00,176.91,0.044228149
2016-02-27 09:15,101.17,0.025292885
2016-02-27 09:30,99.96,0.024988791
2016-02-27 09:45,106.59,0.026647877
2016-02-27 10:00,101.40,0.025350138
2016-02-27 10:15,212.26,0.053064243
2016-02-27 10:30,186.40,0.04659893
2016-02-27 10:45,129.70,0.032424072
2016-02-27 11:00,103.73,0.025933086
2016-02-27 11:15,64.63,0.016157522
2016-02-27 11:30,96.97,0.024242056
2016-02-27 11:45,227.57,0.0568922
2016-02-27 12:00,176.97,0.044243317
2016-02-27 12:15,210.56,0.052639107
2016-02-27 12:30,941.53,0.235383011
2016-02-27 12:45,103.82,0.025953804
2016-02-27 13:00,115.26,0.028815922
2016-02-27 13:15,64.61,0.016152174
2016-02-27 13:30,180.23,0.045056335
2016-02-27 13:45,357.80,0.089451172
2016-02-27 14:00,137.70,0.034423969
2016-02-27 14:15,99.10,0.024774395
2016-02-27 14:30,127.58,0.03189505
2016-02-27 14:45,103.30,0.02582497
2016-02-27 15:00,888.77,0.222191467
2016-02-27 15:15,182.77,0.045693092
2016-02-27 15:30,235.96,0.058989502
2016-02-27 15:45,203.32,0.050830158
2016-02-27 16:00,97.68,0.024420044
2016-02-27 16:15,290.83,0.072706314
2016-02-27 16:30,746.60,0.186650757
2016-02-27 16:45,186.27,0.04656657
2016-02-27 17:00,140.28,0.03507024
2016-02-27 17:15,176.98,0.044245529
2016-02-27 17:30,98.32,0.024580927
2016-02-27 17:45,139.36,0.034840416
2016-02-27 18:00,98.51,0.024628607
2016-02-27 18:15,100.25,0.025061531
2016-02-27 18:30,142.88,0.035720257
2016-02-27 18:45,182.54,0.04563401
2016-02-27 19:00,248.82,0.062203907
2016-02-27 19:15,135.85,0.03396373
2016-02-27 19:30,127.16,0.031789623
2016-02-27 19:45,135.77,0.033943325
2016-02-27 20:00,152.85,0.038211632
2016-02-27 20:15,179.56,0.044890015
2016-02-27 20:30,166.55,0.041637604
2016-02-27 20:45,102.72,0.025680649
2016-02-27 21:00,126.51,0.031628382
2016-02-27 21:15,136.38,0.034096012
2016-02-27 21:30,97.65,0.024412687
2016-02-27 21:45,217.47,0.05436734
2016-02-27 22:00,143.27,0.035817177
2016-02-27 22:15,102.06,0.025515766
2016-02-27 22:30,66.01,0.016503502
2016-02-27 22:45,138.74,0.034685093
2016-02-27 23:00,100.43,0.025108633
2016-02-27 23:15,232.24,0.058060196
2016-02-27 23:30,143.73,0.03593317
2016-02-27 23:45,173.72,0.043429455
2016-02-28 00:00,67.88,0.016969095
2016-02-28 00:15,100.94,0.025235264
2016-02-28 00:30,288.88,0.072220169
2016-02-28 00:45,97.76,0.024439793
2016-02-28 01:00,220.80,0.055200989
2016-02-28 01:15,176.52,0.044130661
2016-02-28 01:30,177.03,0.044256474
2016-02-28 01:45,100.60,0.025149336
2016-02-28 02:00,98.78,0.02469581
2016-02-28 02:15,134.14,0.033534321
2016-02-28 02:30,133.61,0.033403011
2016-02-28 02:45,215.68,0.053919037
2016-02-28 03:00,212.91,0.053228523
2016-02-28 03:15,67.42,0.016855722
2016-02-28 03:30,101.13,0.02528331
2016-02-28 03:45,65.39,0.016347252
2016-02-28 04:00,134.29,0.033572926
2016-02-28 04:15,214.14,0.053535126
2016-02-28 04:30,213.52,0.053378994
2016-02-28 04:45,210.65,0.052661331
2016-02-28 05:00,64.03,0.016007103
2016-02-28 05:15,100.75,0.025187366
2016-02-28 05:30,92.47,0.023116901
2016-02-28 05:45,101.00,0.025249903
2016-02-28 06:00,214.00,0.053499699
2016-02-28 06:15,215.37,0.053843693
2016-02-28 06:30,137.58,0.034393768
2016-02-28 06:45,100.09,0.025021654
2016-02-28 07:00,102.00,0.025499989
2016-02-28 07:15,94.79,0.023697062
2016-02-28 07:30,100.98,0.025245596
2016-02-28 07:45,205.66,0.051414066
2016-02-28 08:00,200.55,0.050137047
2016-02-28 08:15,133.58,0.033394535
2016-02-28 08:30,136.88,0.034219833
2016-02-28 08:45,64.20,0.016050117
2016-02-28 09:00,250.43,0.06260677
2016-02-28 09:15,145.67,0.036417461
2016-02-28 09:30,217.77,0.054441757
2016-02-28 09:45,171.39,0.042846718
2016-02-28 10:00,136.87,0.034217747
2016-02-28 10:15,97.70,0.024424858
2016-02-28 10:30,100.58,0.02514604
2016-02-28 10:45,63.80,0.015949333
2016-02-28 11:00,180.02,0.04500486
2016-02-28 11:15,202.80,0.050700089
2016-02-28 11:30,126.24,0.031560272
2016-02-28 11:45,247.34,0.061834557
2016-02-28 12:00,128.76,0.032189289
2016-02-28 12:15,102.38,0.025595781
2016-02-28 12:30,68.13,0.017033054
2016-02-28 12:45,182.31,0.045578339
2016-02-28 13:00,200.39,0.050098396
2016-02-28 13:15,100.90,0.025224674
2016-02-28 13:30,144.85,0.036211258
2016-02-28 13:45,129.67,0.032418037
2016-02-28 14:00,103.41,0.025851999
2016-02-28 14:15,146.32,0.036579773
2016-02-28 14:30,189.94,0.047485611
2016-02-28 14:45,166.51,0.041626358
2016-02-28 15:00,138.00,0.034500782
2016-02-28 15:15,125.22,0.031305387
2016-02-28 15:30,135.35,0.033838619
2016-02-28 15:45,100.40,0.025098904
2016-02-28 16:00,183.13,0.045783508
2016-02-28 16:15,139.62,0.034904686
2016-02-28 16:30,102.26,0.025564457
2016-02-28 16:45,98.36,0.024590189
2016-02-28 17:00,136.50,0.034125313
2016-02-28 17:15,126.32,0.031580772
2016-02-28 17:30,138.05,0.034513195
2016-02-28 17:45,235.65,0.058912628
2016-02-28 18:00,284.32,0.071078766
2016-02-28 18:15,555.76,0.138940765
2016-02-28 18:30,316.11,0.079028549
2016-02-28 18:45,2648.41,0.662101318
2016-02-28 19:00,4543.97,1.135993164
2016-02-28 19:15,3845.23,0.961306641
2016-02-28 19:30,382.37,0.095593727
2016-02-28 19:45,1016.46,0.254115341
2016-02-28 20:00,167.90,0.041973866
2016-02-28 20:15,380.60,0.095149132
2016-02-28 20:30,373.20,0.093299736
2016-02-28 20:45,4936.72,1.234178955
2016-02-28 21:00,2456.53,0.614133667
2016-02-28 21:15,426.31,0.106576935
2016-02-28 21:30,451.95,0.112987221
2016-02-28 21:45,495.64,0.123910973
2016-02-28 22:00,527.43,0.131857971
2016-02-28 22:15,560.94,0.140234192
2016-02-28 22:30,627.17,0.156793457
2016-02-28 22:45,752.53,0.188133316
2016-02-28 23:00,193.22,0.048304077
2016-02-28 23:15,123.61,0.030901554
2016-02-28 23:30,82.42,0.02060482
2016-02-28 23:45,110.38,0.0275942
2016-02-29 00:00,108.28,0.027069283
2016-02-29 00:15,222.09,0.055521568
2016-02-29 00:30,206.19,0.051548233
2016-02-29 00:45,147.10,0.036774166
2016-02-29 01:00,104.55,0.026136589
2016-02-29 01:15,105.85,0.026462774
2016-02-29 01:30,96.57,0.02414286
2016-02-29 01:45,226.17,0.056541725
2016-02-29 02:00,364.79,0.091197952
2016-02-29 02:15,206.89,0.051721695
2016-02-29 02:30,140.50,0.035125542
2016-02-29 02:45,69.55,0.017388214
2016-02-29 03:00,114.60,0.028649918
2016-02-29 03:15,220.95,0.05523822
2016-02-29 03:30,191.93,0.047981697
2016-02-29 03:45,178.67,0.044668587
2016-02-29 04:00,213.31,0.053326691
2016-02-29 04:15,131.37,0.032843269
2016-02-29 04:30,141.85,0.035463226
2016-02-29 04:45,99.05,0.024763491
2016-02-29 05:00,122.40,0.030599134
2016-02-29 05:15,204.01,0.051003166
2016-02-29 05:30,190.16,0.047540253
2016-02-29 05:45,213.86,0.053464386
2016-02-29 06:00,102.66,0.025665104
2016-02-29 06:15,145.71,0.036428326
2016-02-29 06:30,98.54,0.024635975
2016-02-29 06:45,206.36,0.051590637
2016-02-29 07:00,249.84,0.062460022
2016-02-29 07:15,285.68,0.071420792
2016-02-29 07:30,142.30,0.035574986
2016-02-29 07:45,151.97,0.037993118
2016-02-29 08:00,194.01,0.048501953
2016-02-29 08:15,214.71,0.053676483
2016-02-29 08:30,293.82,0.073454437
2016-02-29 08:45,297.78,0.074444099
2016-02-29 09:00,248.23,0.062056931
2016-02-29 09:15,212.59,0.053147327
2016-02-29 09:30,176.36,0.044090088
2016-02-29 09:45,201.81,0.050451344
2016-02-29 10:00,165.57,0.04139241
2016-02-29 10:15,283.07,0.070767654
2016-02-29 10:30,209.10,0.052276184
2016-02-29 10:45,324.44,0.081109673
2016-02-29 11:00,130.97,0.032741348
2016-02-29 11:15,202.68,0.050670876
2016-02-29 11:30,164.44,0.041110062
2016-02-29 11:45,284.11,0.071026619
2016-02-29 12:00,244.19,0.061047298
2016-02-29 12:15,234.42,0.058604576
2016-02-29 12:30,164.24,0.041061234
2016-02-29 12:45,168.37,0.042092033
2016-02-29 13:00,131.67,0.032916862
2016-02-29 13:15,869.36,0.217339172
2016-02-29 13:30,188.44,0.047110767
2016-02-29 13:45,214.58,0.053646172
2016-02-29 14:00,177.00,0.044249367
2016-02-29 14:15,257.66,0.064413948
2016-02-29 14:30,74.09,0.018521559
2016-02-29 14:45,105.60,0.02639921
2016-02-29 15:00,95.22,0.023803844
2016-02-29 15:15,222.10,0.05552459
2016-02-29 15:30,204.55,0.051137478
2016-02-29 15:45,204.70,0.051174721
2016-02-29 16:00,95.83,0.023956455
2016-02-29 16:15,98.95,0.024738466
2016-02-29 16:30,103.33,0.025833611
2016-02-29 16:45,95.74,0.023935602
2016-02-29 17:00,217.07,0.054266739
2016-02-29 17:15,178.02,0.044504883
2016-02-29 17:30,161.47,0.040366642
2016-02-29 17:45,2387.51,0.596877625
2016-02-29 18:00,256.11,0.064028687
2016-02-29 18:15,136.24,0.034059959
2016-02-29 18:30,284.51,0.071126999
2016-02-29 18:45,192.38,0.048094101
2016-02-29 19:00,548.80,0.137200577
2016-02-29 19:15,493.58,0.12339447
2016-02-29 19:30,167.49,0.041872395
2016-02-29 19:45,108.50,0.027124043
2016-02-29 20:00,109.23,0.027306625
2016-02-29 20:15,153.19,0.038296772
2016-02-29 20:30,212.33,0.053083122
2016-02-29 20:45,2271.89,0.567972473
2016-02-29 21:00,2329.21,0.582301636
2016-02-29 21:15,2354.19,0.588547058
2016-02-29 21:30,4741.90,1.185473877
2016-02-29 21:45,402.02,0.100504135
2016-02-29 22:00,430.09,0.107522537
2016-02-29 22:15,497.14,0.124285706
2016-02-29 22:30,389.23,0.097308151
2016-02-29 22:45,2282.53,0.570633179
2016-02-29 23:00,315.75,0.07893705
2016-02-29 23:15,113.68,0.028421045
2016-02-29 23:30,175.96,0.043989613
2016-02-29 23:45,192.47,0.048118523
2016-03-01 00:00,152.08,0.038020302
2016-03-01 00:15,111.22,0.027804398
2016-03-01 00:30,139.51,0.034876511
2016-03-01 00:45,139.11,0.034777111
2016-03-01 01:00,133.75,0.033436653
2016-03-01 01:15,184.91,0.046227989
2016-03-01 01:30,170.47,0.042616451
2016-03-01 01:45,179.15,0.044787762
2016-03-01 02:00,175.41,0.043851768
2016-03-01 02:15,139.23,0.034806625
2016-03-01 02:30,127.88,0.031968851
2016-03-01 02:45,139.59,0.034896336
2016-03-01 03:00,157.75,0.039436733
2016-03-01 03:15,180.98,0.045243843
2016-03-01 03:30,141.15,0.035287689
2016-03-01 03:45,104.52,0.026130016
2016-03-01 04:00,134.70,0.033674522
2016-03-01 04:15,287.71,0.071926544
2016-03-01 04:30,131.88,0.032970764
2016-03-01 04:45,220.54,0.055136055
2016-03-01 05:00,169.51,0.042378002
2016-03-01 05:15,177.05,0.044263321
2016-03-01 05:30,94.42,0.023604095
2016-03-01 05:45,138.41,0.034601414
2016-03-01 06:00,136.69,0.034172565
2016-03-01 06:15,128.03,0.032007507
2016-03-01 06:30,245.09,0.061273655
2016-03-01 06:45,322.42,0.08060537
2016-03-01 07:00,203.70,0.050925613
2016-03-01 07:15,323.87,0.080967194
2016-03-01 07:30,300.89,0.075221489
2016-03-01 07:45,115.83,0.028957331
2016-03-01 08:00,378.72,0.094680481
2016-03-01 08:15,185.75,0.046437748
2016-03-01 08:30,214.47,0.053617447
2016-03-01 08:45,139.18,0.034794914
2016-03-01 09:00,103.68,0.02592107
2016-03-01 09:15,72.52,0.018129627
2016-03-01 09:30,136.88,0.034220074
2016-03-01 09:45,184.67,0.046167587
2016-03-01 10:00,217.35,0.054336464
2016-03-01 10:15,210.94,0.052735497
2016-03-01 10:30,104.53,0.026131474
2016-03-01 10:45,66.82,0.01670594
2016-03-01 11:00,102.78,0.025694023
2016-03-01 11:15,66.58,0.016644089
2016-03-01 11:30,377.12,0.094280121
2016-03-01 11:45,178.05,0.044511711
2016-03-01 12:00,212.82,0.053204685
2016-03-01 12:15,67.27,0.016816704
2016-03-01 12:30,107.96,0.026989029
2016-03-01 12:45,66.43,0.016607616
2016-03-01 13:00,544.82,0.136204559
2016-03-01 13:15,181.31,0.045328037
2016-03-01 13:30,204.33,0.051081703
2016-03-01 13:45,176.39,0.04409787
2016-03-01 14:00,126.89,0.031722935
2016-03-01 14:15,67.31,0.016828423
2016-03-01 14:30,98.48,0.024620846
2016-03-01 14:45,111.47,0.027867367
2016-03-01 15:00,2500.96,0.625240417
2016-03-01 15:15,231.95,0.057988571
2016-03-01 15:30,213.06,0.053266235
2016-03-01 15:45,216.58,0.054144123
2016-03-01 16:00,72.28,0.018069324
2016-03-01 16:15,93.63,0.023406267
2016-03-01 16:30,174.55,0.043638618
2016-03-01 16:45,152.47,0.038116745
2016-03-01 17:00,180.90,0.045224106
2016-03-01 17:15,253.05,0.063262871
2016-03-01 17:30,387.93,0.096982002
2016-03-01 17:45,370.20,0.092549828
2016-03-01 18:00,363.05,0.090761963
2016-03-01 18:15,270.90,0.067725266
2016-03-01 18:30,330.01,0.082502655
2016-03-01 18:45,370.01,0.092503227
2016-03-01 19:00,226.92,0.056730873
2016-03-01 19:15,310.12,0.077529312
2016-03-01 19:30,217.03,0.05425769
2016-03-01 19:45,179.22,0.044805801
2016-03-01 20:00,529.69,0.132423599
2016-03-01 20:15,287.14,0.071784462
2016-03-01 20:30,225.63,0.056407059
2016-03-01 20:45,253.53,0.063381447
2016-03-01 21:00,2428.21,0.60705304
2016-03-01 21:15,2715.18,0.678795654
2016-03-01 21:30,602.92,0.150729553
2016-03-01 21:45,549.77,0.137442291
2016-03-01 22:00,2728.53,0.68213208
2016-03-01 22:15,444.92,0.111229332
2016-03-01 22:30,528.70,0.132174759
2016-03-01 22:45,313.26,0.07831459
2016-03-01 23:00,263.58,0.065895645
2016-03-01 23:15,377.32,0.094329308
2016-03-01 23:30,230.21,0.057553017
2016-03-01 23:45,225.63,0.056408081
2016-03-02 00:00,316.18,0.079045815
2016-03-02 00:15,188.55,0.047136322
2016-03-02 00:30,110.05,0.027511938
2016-03-02 00:45,99.47,0.024866909
2016-03-02 01:00,109.06,0.027265594
2016-03-02 01:15,141.49,0.035372391
2016-03-02 01:30,215.11,0.05377726
2016-03-02 01:45,216.17,0.05404187
2016-03-02 02:00,218.76,0.054690506
2016-03-02 02:15,98.75,0.024688148
2016-03-02 02:30,108.02,0.027004591
2016-03-02 02:45,107.68,0.026919025
2016-03-02 03:00,103.48,0.025868988
2016-03-02 03:15,221.65,0.055412682
2016-03-02 03:30,218.09,0.054521507
